Date,Total Adults in Shelter,Total Children in Shelter,Total Individuals in Shelter,Single Adult Men in Shelter,Single Adult Women in Shelter,Total Single Adults in Shelter,Families with Children in Shelter,Adults in Families with Children in Shelter,Children in Families with Children in Shelter,Total Individuals in Families with Children in Shelter ,Adult Families in Shelter,Easter,Thanksgiving,Christmas
9/30/2016,36169,23601,59770,9321,3819,13140,13059,17998,23601,2402,5031,0,0,0
10/1/2016,36144,23574,59718,9314,3807,13121,13060,17993,23574,2403,5030,0,0,0
10/2/2016,36259,23628,59887,9375,3823,13198,13093,18034,23628,2402,5027,0,0,0
10/3/2016,36240,23551,59791,9379,3846,13225,13066,17985,23551,2404,5030,0,0,0
10/4/2016,36308,23566,59874,9406,3856,13262,13075,18010,23566,2408,5036,0,0,0
10/5/2016,36231,23585,59816,9329,3851,13180,13095,18022,23585,2406,5029,0,0,0
10/6/2016,36285,23643,59928,9340,3855,13195,13124,18054,23643,2409,5036,0,0,0
10/7/2016,36202,23582,59784,9318,3851,13169,13088,17994,23582,2411,5039,0,0,0
10/8/2016,36173,23554,59727,9324,3847,13171,13083,17985,23554,2401,5017,0,0,0
10/9/2016,36280,23607,59887,9360,3852,13212,13115,18040,23607,2406,5028,0,0,0
10/10/2016,36337,23571,59908,9389,3879,13268,13101,18019,23571,2417,5050,0,0,0
10/11/2016,36321,23619,59940,9351,3868,13219,13117,18040,23619,2424,5062,0,0,0
10/12/2016,36370,23592,59962,9416,3887,13303,13098,18011,23592,2422,5056,0,0,0
10/13/2016,36406,23593,59999,9433,3893,13326,13102,18014,23593,2427,5066,0,0,0
10/14/2016,36379,23587,59966,9433,3893,13326,13098,17996,23587,2423,5057,0,0,0
10/15/2016,36334,23554,59888,9404,3884,13288,13074,17972,23554,2431,5074,0,0,0
10/16/2016,36399,23594,59993,9439,3882,13321,13088,18001,23594,2432,5077,0,0,0
10/17/2016,36423,23541,59964,9502,3881,13383,13059,17960,23541,2433,5080,0,0,0
10/18/2016,36463,23554,60017,9518,3903,13421,13066,17977,23554,2426,5065,0,0,0
10/19/2016,36465,23565,60030,9511,3911,13422,13073,17975,23565,2427,5068,0,0,0
