"ds","trend","Christmas","Christmas_lower","Christmas_upper","Easter","Easter_lower","Easter_upper","holidays","holidays_lower","holidays_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","Thanksgiving","Thanksgiving_lower","Thanksgiving_upper","weekly","weekly_lower","weekly_upper","yearly","yearly_lower","yearly_upper","additive_terms","additive_terms_lower","additive_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat"
2015-05-27,57329.6061362705,0,0,0,0,0,0,0,0,0,-0.0148273092700004,-0.0148273092700004,-0.0148273092700004,0,0,0,0.000631826683432845,0.000631826683432845,0.000631826683432845,-0.0154591359534333,-0.0154591359534333,-0.0154591359534333,0,0,0,55689.7186811355,57303.9039784801,57329.6061362705,57329.6061362705,56479.5623357607
2015-05-28,57332.9152351616,0,0,0,0,0,0,0,0,0,-0.0150974430300653,-0.0150974430300653,-0.0150974430300653,0,0,0,0.000625486503719721,0.000625486503719721,0.000625486503719721,-0.015722929533785,-0.015722929533785,-0.015722929533785,0,0,0,55708.6304399475,57223.7815507156,57332.9152351616,57332.9152351616,56467.3348136511
2015-05-29,57336.2243340527,0,0,0,0,0,0,0,0,0,-0.0168488595465727,-0.0168488595465727,-0.0168488595465727,0,0,0,-0.000871513485838854,-0.000871513485838854,-0.000871513485838854,-0.0159773460607338,-0.0159773460607338,-0.0159773460607338,0,0,0,55570.7280884951,57129.8530339995,57336.2243340527,57336.2243340527,56370.1743433174
2015-05-30,57339.5334329438,0,0,0,0,0,0,0,0,0,-0.0177495295130081,-0.0177495295130081,-0.0177495295130081,0,0,0,-0.00152884732614121,-0.00152884732614121,-0.00152884732614121,-0.0162206821868669,-0.0162206821868669,-0.0162206821868669,0,0,0,55573.5537435177,57115.2649560679,57339.5334329438,57339.5334329438,56321.7836920136
2015-05-31,57342.8425318348,0,0,0,0,0,0,0,0,0,-0.0162247001122523,-0.0162247001122523,-0.0162247001122523,0,0,0,0.000226826226659604,0.000226826226659604,0.000226826226659604,-0.016451526338912,-0.016451526338912,-0.016451526338912,0,0,0,55654.2595566384,57189.6826840423,57342.8425318348,57342.8425318348,56412.4721081717
2015-06-01,57346.1516307259,0,0,0,0,0,0,0,0,0,-0.0158922969696701,-0.0158922969696701,-0.0158922969696701,0,0,0,0.000776488562278884,0.000776488562278884,0.000776488562278884,-0.016668785531949,-0.016668785531949,-0.016668785531949,0,0,0,55625.4546554088,57252.9553279927,57346.1516307259,57346.1516307259,56434.7895589427
2015-06-02,57349.460729617,0,0,0,0,0,0,0,0,0,-0.0167319696259212,-0.0167319696259212,-0.0167319696259212,0,0,0,0.000139732835891604,0.000139732835891604,0.000139732835891604,-0.0168717024618128,-0.0168717024618128,-0.0168717024618128,0,0,0,55596.1002076553,57210.5359056509,57349.460729617,57349.460729617,56389.8912946261
2015-06-03,57352.7698285081,0,0,0,0,0,0,0,0,0,-0.0164280358847621,-0.0164280358847621,-0.0164280358847621,0,0,0,0.000631826683432349,0.000631826683432349,0.000631826683432349,-0.0170598625681945,-0.0170598625681945,-0.0170598625681945,0,0,0,55668.0896667247,57230.6821900231,57352.7698285081,57352.7698285081,56410.5764676749
2015-06-04,57356.0789273992,0,0,0,0,0,0,0,0,0,-0.016607704545379,-0.016607704545379,-0.016607704545379,0,0,0,0.000625486503718975,0.000625486503718975,0.000625486503718975,-0.017233191049098,-0.017233191049098,-0.017233191049098,0,0,0,55587.1872870873,57257.7783455838,57356.0789273992,57356.0789273992,56403.5261146915
2015-06-05,57359.3880262903,0,0,0,0,0,0,0,0,0,-0.0182634535785553,-0.0182634535785553,-0.0182634535785553,0,0,0,-0.00087151348584011,-0.00087151348584011,-0.00087151348584011,-0.0173919400927152,-0.0173919400927152,-0.0173919400927152,0,0,0,55504.4100844234,57117.0066427878,57359.3880262903,57359.3880262903,56311.8075057778
2015-06-06,57362.6971251814,0,0,0,0,0,0,0,0,0,-0.0190655141935284,-0.0190655141935284,-0.0190655141935284,0,0,0,-0.00152884732614048,-0.00152884732614048,-0.00152884732614048,-0.0175366668673879,-0.0175366668673879,-0.0175366668673879,0,0,0,55523.430401332,57099.255948409,57362.6971251814,57362.6971251814,56269.0478089622
2015-06-07,57366.0062240725,0,0,0,0,0,0,0,0,0,-0.0174413768396476,-0.0174413768396476,-0.0174413768396476,0,0,0,0.000226826226656936,0.000226826226656936,0.000226826226656936,-0.0176682030663045,-0.0176682030663045,-0.0176682030663045,0,0,0,55655.7803587281,57145.0800697257,57366.0062240725,57366.0062240725,56365.4640917329
2015-06-08,57369.3153229636,0,0,0,0,0,0,0,0,0,-0.0170111284717064,-0.0170111284717064,-0.0170111284717064,0,0,0,0.000776488562278134,0.000776488562278134,0.000776488562278134,-0.0177876170339845,-0.0177876170339845,-0.0177876170339845,0,0,0,55617.0506623482,57099.0304476009,57369.3153229636,57369.3153229636,56393.3985296708
2015-06-09,57372.6244218547,0,0,0,0,0,0,0,0,0,-0.0177564368640264,-0.0177564368640264,-0.0177564368640264,0,0,0,0.000139732835891271,0.000139732835891271,0.000139732835891271,-0.0178961696999177,-0.0178961696999177,-0.0178961696999177,0,0,0,55536.1615008877,57149.8561155078,57372.6244218547,57372.6244218547,56353.8910385845
2015-06-10,57375.9335207458,0,0,0,0,0,0,0,0,0,-0.0173634390223818,-0.0173634390223818,-0.0173634390223818,0,0,0,0.0006318266834326,0.0006318266834326,0.0006318266834326,-0.0179952657058144,-0.0179952657058144,-0.0179952657058144,0,0,0,55557.2799663985,57155.4629242972,57375.9335207458,57375.9335207458,56379.6899977061
2015-06-11,57379.2426196369,0,0,0,0,0,0,0,0,0,-0.0174609147286427,-0.0174609147286427,-0.0174609147286427,0,0,0,0.00062548650371847,0.00062548650371847,0.00062548650371847,-0.0180864012323612,-0.0180864012323612,-0.0180864012323612,0,0,0,55556.4315400914,57145.2547923443,57379.2426196369,57379.2426196369,56377.3485570613
2015-06-12,57382.551718528,0,0,0,0,0,0,0,0,0,-0.0190426235921048,-0.0190426235921048,-0.0190426235921048,0,0,0,-0.000871513485837911,-0.000871513485837911,-0.000871513485837911,-0.0181711101062669,-0.0181711101062669,-0.0181711101062669,0,0,0,55545.9944960363,57012.602181562,57382.551718528,57382.551718528,56289.8373853976
2015-06-13,57385.8608174191,0,0,0,0,0,0,0,0,0,-0.0197797571232358,-0.0197797571232358,-0.0197797571232358,0,0,0,-0.00152884732614371,-0.00152884732614371,-0.00152884732614371,-0.0182509097970921,-0.0182509097970921,-0.0182509097970921,0,0,0,55481.1568013494,57068.3158606299,57385.8608174191,57385.8608174191,56250.7824281427
2015-06-14,57389.1699163102,0,0,0,0,0,0,0,0,0,-0.0181004226686752,-0.0181004226686752,-0.0181004226686752,0,0,0,0.00022682622665849,0.00022682622665849,0.00022682622665849,-0.0183272488953337,-0.0183272488953337,-0.0183272488953337,0,0,0,55613.9020928573,57160.5699687982,57389.1699163102,57389.1699163102,56350.4016842205
2015-06-15,57392.4790152013,0,0,0,0,0,0,0,0,0,-0.017624969037428,-0.017624969037428,-0.017624969037428,0,0,0,0.00077648856227794,0.00077648856227794,0.00077648856227794,-0.0184014575997059,-0.0184014575997059,-0.0184014575997059,0,0,0,55539.4903835151,57191.3823517995,57392.4790152013,57392.4790152013,56380.9383495771
2015-06-16,57395.7881140924,0,0,0,0,0,0,0,0,0,-0.0183349697987677,-0.0183349697987677,-0.0183349697987677,0,0,0,0.000139732835890938,0.000139732835890938,0.000139732835890938,-0.0184747026346586,-0.0184747026346586,-0.0184747026346586,0,0,0,55584.2025663649,57119.3486501155,57395.7881140924,57395.7881140924,56343.438072444
2015-06-17,57399.0972129835,0,0,0,0,0,0,0,0,0,-0.0179161211890763,-0.0179161211890763,-0.0179161211890763,0,0,0,0.000631826683431663,0.000631826683431663,0.000631826683431663,-0.018547947872508,-0.018547947872508,-0.018547947872508,0,0,0,55618.736901893,57198.086299559,57399.0972129835,57399.0972129835,56370.7280311721
2015-06-18,57402.4063118746,0,0,0,0,0,0,0,0,0,-0.0179964352489892,-0.0179964352489892,-0.0179964352489892,0,0,0,0.000625486503719386,0.000625486503719386,0.000625486503719386,-0.0186219217527086,-0.0186219217527086,-0.0186219217527086,0,0,0,55566.9734957852,57195.9279684689,57402.4063118746,57402.4063118746,56369.3676235467
2015-06-19,57405.7154107657,0,0,0,0,0,0,0,0,0,-0.0195686058652634,-0.0195686058652634,-0.0195686058652634,0,0,0,-0.000871513485839161,-0.000871513485839161,-0.000871513485839161,-0.0186970923794243,-0.0186970923794243,-0.0186970923794243,0,0,0,55514.0173145508,57045.7540169416,57405.7154107657,57405.7154107657,56282.3655914789
2015-06-20,57409.0245096567,0,0,0,0,0,0,0,0,0,-0.0203024982701826,-0.0203024982701826,-0.0203024982701826,0,0,0,-0.00152884732614273,-0.00152884732614273,-0.00152884732614273,-0.0187736509440398,-0.0187736509440398,-0.0187736509440398,0,0,0,55458.7848735611,56962.8595728313,57409.0245096567,57409.0245096567,56243.4778888566
2015-06-21,57412.3336085478,0,0,0,0,0,0,0,0,0,-0.0186246776419541,-0.0186246776419541,-0.0186246776419541,0,0,0,0.000226826226660044,0.000226826226660044,0.000226826226660044,-0.0188515038686141,-0.0188515038686141,-0.0188515038686141,0,0,0,55621.6679570775,57082.4978660719,57412.3336085478,57412.3336085478,56343.0474024163
2015-06-22,57415.6427074389,0,0,0,0,0,0,0,0,0,-0.0181537852446297,-0.0181537852446297,-0.0181537852446297,0,0,0,0.000776488562277747,0.000776488562277747,0.000776488562277747,-0.0189302738069074,-0.0189302738069074,-0.0189302738069074,0,0,0,55544.9363567391,57145.3508824374,57415.6427074389,57415.6427074389,56373.3314600457
2015-06-23,57418.95180633,0,0,0,0,0,0,0,0,0,-0.0188695765432927,-0.0188695765432927,-0.0188695765432927,0,0,0,0.000139732835891175,0.000139732835891175,0.000139732835891175,-0.0190093093791839,-0.0190093093791839,-0.0190093093791839,0,0,0,55635.2974578165,57155.9114684969,57418.95180633,57418.95180633,56335.4805001849
2015-06-24,57422.2609052211,0,0,0,0,0,0,0,0,0,-0.0184558765795088,-0.0184558765795088,-0.0184558765795088,0,0,0,0.000631826683432355,0.000631826683432355,0.000631826683432355,-0.0190877032629412,-0.0190877032629412,-0.0190877032629412,0,0,0,55599.2257671484,57184.420856216,57422.2609052211,57422.2609052211,56362.482745038
2015-06-25,57425.5700041122,0,0,0,0,0,0,0,0,0,-0.0185388315177475,-0.0185388315177475,-0.0185388315177475,0,0,0,0.000625486503718881,0.000625486503718881,0.000625486503718881,-0.0191643180214664,-0.0191643180214664,-0.0191643180214664,0,0,0,55559.836702032,57159.3225562814,57425.5700041122,57425.5700041122,56360.9670369954
2015-06-26,57428.8791030033,0,0,0,0,0,0,0,0,0,-0.0201093323182227,-0.0201093323182227,-0.0201093323182227,0,0,0,-0.000871513485840422,-0.000871513485840422,-0.000871513485840422,-0.0192378188323823,-0.0192378188323823,-0.0192378188323823,0,0,0,55463.3273704061,57027.6305965205,57428.8791030033,57428.8791030033,56274.022688458
2015-06-27,57432.1882018944,0,0,0,0,0,0,0,0,0,-0.0208355594115458,-0.0208355594115458,-0.0208355594115458,0,0,0,-0.00152884732614225,-0.00152884732614225,-0.00152884732614225,-0.0193067120854036,-0.0193067120854036,-0.0193067120854036,0,0,0,55461.9885522817,57010.176461979,57432.1882018944,57432.1882018944,56235.5564324788
2015-06-28,57435.4973007855,0,0,0,0,0,0,0,0,0,-0.0191425624309238,-0.0191425624309238,-0.0191425624309238,0,0,0,0.000226826226657824,0.000226826226657824,0.000226826226657824,-0.0193693886575816,-0.0193693886575816,-0.0193693886575816,0,0,0,55551.3396746033,57200.4233436059,57435.4973007855,57435.4973007855,56336.0347079541
2015-06-29,57438.8063995975,0,0,0,0,0,0,0,0,0,-0.018647681987552,-0.018647681987552,-0.018647681987552,0,0,0,0.000776488562278435,0.000776488562278435,0.000776488562278435,-0.0194241705498305,-0.0194241705498305,-0.0194241705498305,0,0,0,55548.8204116985,57145.087476681,57438.8063995975,57438.8063995975,56367.7058041133
2015-06-30,57442.1154984096,0,0,0,0,0,0,0,0,0,-0.0193296266477831,-0.0193296266477831,-0.0193296266477831,0,0,0,0.000139732835891965,0.000139732835891965,0.000139732835891965,-0.019469359483675,-0.019469359483675,-0.019469359483675,0,0,0,55506.7895031583,57098.792223202,57442.1154984096,57442.1154984096,56331.7808519665
2015-07-01,57445.4245972216,0,0,0,0,0,0,0,0,0,-0.0188714593305855,-0.0188714593305855,-0.0188714593305855,0,0,0,0.000631826683433047,0.000631826683433047,0.000631826683433047,-0.0195032860140186,-0.0195032860140186,-0.0195032860140186,0,0,0,55517.5736896205,57190.7077339027,57445.4245972216,57445.4245972216,56361.3456032069
2015-07-02,57448.7336960336,0,0,0,0,0,0,0,0,0,-0.0188988712094214,-0.0188988712094214,-0.0188988712094214,0,0,0,0.000625486503718376,0.000625486503718376,0.000625486503718376,-0.0195243577131398,-0.0195243577131398,-0.0195243577131398,0,0,0,55578.9370677058,57202.864382099,57448.7336960336,57448.7336960336,56363.0174767679
2015-07-03,57452.0427948456,0,0,0,0,0,0,0,0,0,-0.0204026185084839,-0.0204026185084839,-0.0204026185084839,0,0,0,-0.000871513485841673,-0.000871513485841673,-0.000871513485841673,-0.0195311050226422,-0.0195311050226422,-0.0195311050226422,0,0,0,55529.1827335537,56992.8824742466,57452.0427948456,57452.0427948456,56279.8706831693
2015-07-04,57455.3518936576,0,0,0,0,0,0,0,0,0,-0.021051070778213,-0.021051070778213,-0.021051070778213,0,0,0,-0.00152884732614337,-0.00152884732614337,-0.00152884732614337,-0.0195222234520696,-0.0195222234520696,-0.0195222234520696,0,0,0,55406.6813295918,57032.5524712886,57455.3518936576,57455.3518936576,56245.8552143571
2015-07-05,57458.6609924697,0,0,0,0,0,0,0,0,0,-0.0192697846958952,-0.0192697846958952,-0.0192697846958952,0,0,0,0.00022682622665893,0.00022682622665893,0.00022682622665893,-0.0194966109225541,-0.0194966109225541,-0.0194966109225541,0,0,0,55555.6266199245,57215.3296098924,57458.6609924697,57458.6609924697,56351.4449662303
2015-07-06,57461.9700912817,0,0,0,0,0,0,0,0,0,-0.0186769106450159,-0.0186769106450159,-0.0186769106450159,0,0,0,0.000776488562277685,0.000776488562277685,0.000776488562277685,-0.0194533992072936,-0.0194533992072936,-0.0194533992072936,0,0,0,55663.6839454078,57154.5313345887,57461.9700912817,57461.9700912817,56388.7580104002
2015-07-07,57465.2791900937,0,0,0,0,0,0,0,0,0,-0.0192522457671498,-0.0192522457671498,-0.0192522457671498,0,0,0,0.000139732835891079,0.000139732835891079,0.000139732835891079,-0.0193919786030409,-0.0193919786030409,-0.0193919786030409,0,0,0,55526.9701670681,57118.7073731972,57465.2791900937,57465.2791900937,56358.9435120481
2015-07-08,57468.5882889057,0,0,0,0,0,0,0,0,0,-0.0186801884890634,-0.0186801884890634,-0.0186801884890634,0,0,0,0.000631826683433297,0.000631826683433297,0.000631826683433297,-0.0193120151724967,-0.0193120151724967,-0.0193120151724967,0,0,0,55677.7608073776,57182.226024062,57468.5882889057,57468.5882889057,56395.0642274686
2015-07-09,57471.8973877177,0,0,0,0,0,0,0,0,0,-0.0185879736165748,-0.0185879736165748,-0.0185879736165748,0,0,0,0.000625486503719292,0.000625486503719292,0.000625486503719292,-0.0192134601202941,-0.0192134601202941,-0.0192134601202941,0,0,0,55590.8647366731,57127.695537619,57471.8973877177,57471.8973877177,56403.6112753804
2015-07-10,57475.2064865298,0,0,0,0,0,0,0,0,0,-0.0199680645842692,-0.0199680645842692,-0.0199680645842692,0,0,0,-0.000871513485839474,-0.000871513485839474,-0.000871513485839474,-0.0190965510984297,-0.0190965510984297,-0.0190965510984297,0,0,0,55516.8257190732,57132.4681121845,57475.2064865298,57475.2064865298,56327.5378514125
2015-07-11,57478.5155853418,0,0,0,0,0,0,0,0,0,-0.0204906527997971,-0.0204906527997971,-0.0204906527997971,0,0,0,-0.00152884732614264,-0.00152884732614264,-0.00152884732614264,-0.0189618054736545,-0.0189618054736545,-0.0189618054736545,0,0,0,55527.0301377426,57077.2849724309,57478.5155853418,57478.5155853418,56300.7432790348
2015-07-12,57481.8246841538,0,0,0,0,0,0,0,0,0,-0.0185831795958157,-0.0185831795958157,-0.0185831795958157,0,0,0,0.000226826226660035,0.000226826226660035,0.000226826226660035,-0.0188100058224757,-0.0188100058224757,-0.0188100058224757,0,0,0,55656.542293266,57200.6477812639,57481.8246841538,57481.8246841538,56413.629612553
2015-07-13,57485.1337829658,0,0,0,0,0,0,0,0,0,-0.0178656895800757,-0.0178656895800757,-0.0178656895800757,0,0,0,0.000776488562278048,0.000776488562278048,0.000776488562278048,-0.0186421781423537,-0.0186421781423537,-0.0186421781423537,0,0,0,55655.2206772691,57343.7550234742,57485.1337829658,57485.1337829658,56458.1222273302
2015-07-14,57488.4428817779,0,0,0,0,0,0,0,0,0,-0.0183198306379305,-0.0183198306379305,-0.0183198306379305,0,0,0,0.000139732835891869,0.000139732835891869,0.000139732835891869,-0.0184595634738223,-0.0184595634738223,-0.0184595634738223,0,0,0,55640.6983752488,57192.3986645659,57488.4428817779,57488.4428817779,56435.2643445453
2015-07-15,57491.7519805899,0,0,0,0,0,0,0,0,0,-0.0176317571285935,-0.0176317571285935,-0.0176317571285935,0,0,0,0.000631826683432361,0.000631826683432361,0.000631826683432361,-0.0182635838120259,-0.0182635838120259,-0.0182635838120259,0,0,0,55711.4253680288,57316.8250410602,57491.7519805899,57491.7519805899,56478.0713727708
2015-07-16,57495.0610794019,0,0,0,0,0,0,0,0,0,-0.0174303168384144,-0.0174303168384144,-0.0174303168384144,0,0,0,0.000625486503718787,0.000625486503718787,0.000625486503718787,-0.0180558033421332,-0.0180558033421332,-0.0180558033421332,0,0,0,55728.1587275806,57242.0590645438,57495.0610794019,57495.0610794019,56492.9039481439
2015-07-17,57498.3701782139,0,0,0,0,0,0,0,0,0,-0.0187093996430382,-0.0187093996430382,-0.0187093996430382,0,0,0,-0.000871513485837269,-0.000871513485837269,-0.000871513485837269,-0.0178378861572009,-0.0178378861572009,-0.0178378861572009,0,0,0,55675.0391790671,57226.5439753112,57498.3701782139,57498.3701782139,56422.6101917264
2015-07-18,57501.6792770259,0,0,0,0,0,0,0,0,0,-0.0191403990321035,-0.0191403990321035,-0.0191403990321035,0,0,0,-0.00152884732614191,-0.00152884732614191,-0.00152884732614191,-0.0176115517059616,-0.0176115517059616,-0.0176115517059616,0,0,0,55561.772944441,57126.1247305758,57501.6792770259,57501.6792770259,56401.0741906476
2015-07-19,57504.988375838,0,0,0,0,0,0,0,0,0,-0.0171517030428125,-0.0171517030428125,-0.0171517030428125,0,0,0,0.000226826226661589,0.000226826226661589,0.000226826226661589,-0.0173785292694741,-0.0173785292694741,-0.0173785292694741,0,0,0,55693.7231731729,57349.0076420281,57504.988375838,57504.988375838,56518.6798917352
2015-07-20,57508.29747465,0,0,0,0,0,0,0,0,0,-0.016364024216244,-0.016364024216244,-0.016364024216244,0,0,0,0.00077648856227818,0.00077648856227818,0.00077648856227818,-0.0171405127785222,-0.0171405127785222,-0.0171405127785222,0,0,0,55772.72593013,57312.5794992817,57508.29747465,57508.29747465,56567.2303021398
2015-07-21,57511.606573462,0,0,0,0,0,0,0,0,0,-0.0167593844223127,-0.0167593844223127,-0.0167593844223127,0,0,0,0.000139732835891536,0.000139732835891536,0.000139732835891536,-0.0168991172582042,-0.0168991172582042,-0.0168991172582042,0,0,0,55803.7259198839,57329.421550456,57511.606573462,57511.606573462,56547.7474501526
2015-07-22,57514.915672274,0,0,0,0,0,0,0,0,0,-0.0160240114399434,-0.0160240114399434,-0.0160240114399434,0,0,0,0.000631826683433053,0.000631826683433053,0.000631826683433053,-0.0166558381233765,-0.0166558381233765,-0.0166558381233765,0,0,0,55807.3113248861,57398.3168957766,57514.915672274,57514.915672274,56593.2960055741
2015-07-23,57518.2247710861,0,0,0,0,0,0,0,0,0,-0.0157865279472159,-0.0157865279472159,-0.0157865279472159,0,0,0,0.000625486503718041,0.000625486503718041,0.000625486503718041,-0.0164120144509339,-0.0164120144509339,-0.0164120144509339,0,0,0,55834.2274899381,57364.2810534119,57518.2247710861,57518.2247710861,56610.2117082631
2015-07-24,57521.5338698981,0,0,0,0,0,0,0,0,0,-0.0170403107113065,-0.0170403107113065,-0.0170403107113065,0,0,0,-0.000871513485838531,-0.000871513485838531,-0.000871513485838531,-0.016168797225468,-0.016168797225468,-0.016168797225468,0,0,0,55720.8009264463,57381.0665411152,57521.5338698981,57521.5338698981,56541.3490601641
2015-07-25,57524.8429687101,0,0,0,0,0,0,0,0,0,-0.0174559707240755,-0.0174559707240755,-0.0174559707240755,0,0,0,-0.00152884732614329,-0.00152884732614329,-0.00152884732614329,-0.0159271233979322,-0.0159271233979322,-0.0159271233979322,0,0,0,55763.9980286098,57297.6334442309,57524.8429687101,57524.8429687101,56520.6909939412
2015-07-26,57528.1520675221,0,0,0,0,0,0,0,0,0,-0.0154608701908135,-0.0154608701908135,-0.0154608701908135,0,0,0,0.000226826226658921,0.000226826226658921,0.000226826226658921,-0.0156876964174724,-0.0156876964174724,-0.0156876964174724,0,0,0,55833.6996746556,57460.7205420145,57528.1520675221,57528.1520675221,56638.7167760888
2015-07-27,57531.4611663341,0,0,0,0,0,0,0,0,0,-0.0146744851377637,-0.0146744851377637,-0.0146744851377637,0,0,0,0.000776488562278312,0.000776488562278312,0.000776488562278312,-0.015450973700042,-0.015450973700042,-0.015450973700042,0,0,0,55877.679346404,57469.0814704955,57531.4611663341,57531.4611663341,56687.2165944949
2015-07-28,57534.7702651462,0,0,0,0,0,0,0,0,0,-0.0150774284540966,-0.0150774284540966,-0.0150774284540966,0,0,0,0.000139732835891203,0.000139732835891203,0.000139732835891203,-0.0152171612899878,-0.0152171612899878,-0.0152171612899878,0,0,0,55900.1901629473,57446.5486959972,57534.7702651462,57534.7702651462,56667.2938828505
2015-07-29,57538.0793639582,0,0,0,0,0,0,0,0,0,-0.0143543890750992,-0.0143543890750992,-0.0143543890750992,0,0,0,0.000631826683433745,0.000631826683433745,0.000631826683433745,-0.0149862157585329,-0.0149862157585329,-0.0149862157585329,0,0,0,55983.1593845042,57481.653499623,57538.0793639582,57538.0793639582,56712.155386134
2015-07-30,57541.3884627702,0,0,0,0,0,0,0,0,0,-0.0141323666687065,-0.0141323666687065,-0.0141323666687065,0,0,0,0.000625486503717294,0.000625486503717294,0.000625486503717294,-0.0147578531724238,-0.0147578531724238,-0.0147578531724238,0,0,0,55966.9913375095,57555.2140356916,57541.3884627702,57541.3884627702,56728.1924623879
2015-07-31,57544.6975615822,0,0,0,0,0,0,0,0,0,-0.0154030782490203,-0.0154030782490203,-0.0154030782490203,0,0,0,-0.000871513485836326,-0.000871513485836326,-0.000871513485836326,-0.014531564763184,-0.014531564763184,-0.014531564763184,0,0,0,55845.2976125139,57372.4319793244,57544.6975615822,57544.6975615822,56658.332082225
2015-08-01,57548.0066603942,0,0,0,0,0,0,0,0,0,-0.0158354860643871,-0.0158354860643871,-0.0158354860643871,0,0,0,-0.00152884732614256,-0.00152884732614256,-0.00152884732614256,-0.0143066387382446,-0.0143066387382446,-0.0143066387382446,0,0,0,55814.3900476551,57424.5615479193,57548.0066603942,57548.0066603942,56636.7060028903
2015-08-02,57551.3157592063,0,0,0,0,0,0,0,0,0,-0.0138553612785224,-0.0138553612785224,-0.0138553612785224,0,0,0,0.000226826226660475,0.000226826226660475,0.000226826226660475,-0.0140821875051829,-0.0140821875051829,-0.0140821875051829,0,0,0,55994.0823425832,57560.2719249026,57551.3157592063,57551.3157592063,56753.9214873081
2015-08-03,57554.6248580183,0,0,0,0,0,0,0,0,0,-0.0130806908719095,-0.0130806908719095,-0.0130806908719095,0,0,0,0.000776488562278118,0.000776488562278118,0.000776488562278118,-0.0138571794341876,-0.0138571794341876,-0.0138571794341876,0,0,0,56062.5948524552,57550.3323113131,57554.6248580183,57554.6248580183,56801.7706020018
2015-08-04,57557.9339568303,0,0,0,0,0,0,0,0,0,-0.0134907413297735,-0.0134907413297735,-0.0134907413297735,0,0,0,0.00013973283589087,0.00013973283589087,0.00013973283589087,-0.0136304741656644,-0.0136304741656644,-0.0136304741656644,0,0,0,55949.2903371474,57545.2836711911,57557.9339568303,57557.9339568303,56781.4347583425
2015-08-05,57561.2430556423,0,0,0,0,0,0,0,0,0,-0.0127690336993886,-0.0127690336993886,-0.0127690336993886,0,0,0,0.000631826683432366,0.000631826683432366,0.000631826683432366,-0.013400860382821,-0.013400860382821,-0.013400860382821,0,0,0,56067.1652636561,57615.7570293782,57561.2430556423,57561.2430556423,56826.2416032861
2015-08-06,57564.5521544544,0,0,0,0,0,0,0,0,0,-0.0125416084114351,-0.0125416084114351,-0.0125416084114351,0,0,0,0.000625486503718452,0.000625486503718452,0.000625486503718452,-0.0131670949151535,-0.0131670949151535,-0.0131670949151535,0,0,0,56058.5106044623,57673.8159155184,57564.5521544544,57564.5521544544,56842.6000829536
2015-08-07,57567.8612532664,0,0,0,0,0,0,0,0,0,-0.0137994555051967,-0.0137994555051967,-0.0137994555051967,0,0,0,-0.000871513485837577,-0.000871513485837577,-0.000871513485837577,-0.0129279420193591,-0.0129279420193591,-0.0129279420193591,0,0,0,55984.9945143508,57598.4847062496,57567.8612532664,57567.8612532664,56773.4561133726
2015-08-08,57571.1703520784,0,0,0,0,0,0,0,0,0,-0.0142110590253363,-0.0142110590253363,-0.0142110590253363,0,0,0,-0.00152884732614182,-0.00152884732614182,-0.00152884732614182,-0.0126822116991945,-0.0126822116991945,-0.0126822116991945,0,0,0,55981.1837155864,57524.9154809503,57571.1703520784,57571.1703520784,56753.0230520473
2015-08-09,57574.4794508904,0,0,0,0,0,0,0,0,0,-0.0122019697478107,-0.0122019697478107,-0.0122019697478107,0,0,0,0.00022682622666158,0.00022682622666158,0.00022682622666158,-0.0124287959744723,-0.0124287959744723,-0.0124287959744723,0,0,0,56058.0341842971,57598.8746192412,57574.4794508904,57574.4794508904,56871.9573943847
2015-08-10,57577.7885497024,0,0,0,0,0,0,0,0,0,-0.01139021352736,-0.01139021352736,-0.01139021352736,0,0,0,0.000776488562278807,0.000776488562278807,0.000776488562278807,-0.0121667020896388,-0.0121667020896388,-0.0121667020896388,0,0,0,56120.098000582,57688.9218685894,57577.7885497024,57577.7885497024,56921.9652436881
2015-08-11,57581.0976485145,0,0,0,0,0,0,0,0,0,-0.0117553489255848,-0.0117553489255848,-0.0117553489255848,0,0,0,0.000139732835891661,0.000139732835891661,0.000139732835891661,-0.0118950817614765,-0.0118950817614765,-0.0118950817614765,0,0,0,56147.3574494782,57729.9347733105,57581.0976485145,57581.0976485145,56904.211754138
2015-08-12,57584.4067473265,0,0,0,0,0,0,0,0,0,-0.0109814290162459,-0.0109814290162459,-0.0109814290162459,0,0,0,0.0006318266834335,0.0006318266834335,0.0006318266834335,-0.0116132556996794,-0.0116132556996794,-0.0116132556996794,0,0,0,56111.1082860625,57703.9686638136,57584.4067473265,57584.4067473265,56952.0476721881
2015-08-13,57587.7158461385,0,0,0,0,0,0,0,0,0,-0.0106952462852103,-0.0106952462852103,-0.0106952462852103,0,0,0,0.000625486503719851,0.000625486503719851,0.000625486503719851,-0.0113207327889302,-0.0113207327889302,-0.0113207327889302,0,0,0,56138.1154466504,57748.0873072347,57587.7158461385,57587.7158461385,56971.8010421614
2015-08-14,57591.0249449505,0,0,0,0,0,0,0,0,0,-0.0118887369776251,-0.0118887369776251,-0.0118887369776251,0,0,0,-0.000871513485838838,-0.000871513485838838,-0.000871513485838838,-0.0110172234917863,-0.0110172234917863,-0.0110172234917863,0,0,0,56174.3769518203,57651.2466084333,57591.0249449505,57591.0249449505,56906.3403971082
