"x"
54000.6869307838
53997.521572977
53894.6230748385
53803.4071758938
53940.82551338
53964.5542387804
53904.6129216386
53851.6991075747
53840.115398963
53681.6914742634
53640.637832999
53666.7829856125
53735.7730118993
53616.7285975906
53419.7113111574
53402.7808329597
53314.7461856156
53409.7434532543
53548.7458428469
53588.7462682057
53551.7454270636
53443.745448353
53416.7457125381
53367.745656474
53421.7455827091
53536.7456143414
53543.7456319574
53479.7456185872
53500.7456154651
53539.7456203099
53411.7456204015
53360.7456188399
53497.745619102
53563.745619551
53465.7456193836
53447.7456192717
53484.7456193459
53368.7456193678
53347.7456193401
53417.7456193383
53427.7456193474
53013.7456193463
53091.6409644254
53257.8502742627
52902.7456193452
52789.7456193448
52777.7456193446
52847.7456193448
52527.7456193448
52878.7456193447
