"x"
55716.7636638014
55635.8202849429
55603.4905706383
55712.9784984985
55750.986832333
55716.4752223473
55752.7638718061
55965.8466572379
55896.3811468143
55764.2788465908
55835.6763726093
55883.5048889117
55838.8833240294
55773.8317394089
55712.1222985993
55680.041049663
55640.0315013712
55683.3905933616
55694.1470318019
55783.7748253269
55809.4321745155
55803.8883298865
55708.8490602316
55659.5779370862
55749.1351263113
55764.1313996746
55703.4933901008
55710.5732849774
55685.9675154505
55571.6686610153
55503.2490674598
55574.0935480845
55571.1466741924
55493.6708314414
55485.3484057347
55447.0928379898
55321.1929560054
55243.4892729898
55307.5998117338
55431.0003937081
55360.4373170386
55309.8775293904
55077.4478846795
55058.8340504266
55040.4777749607
55039.7955052868
55060.9771193601
55024.4576125867
55038.685172595
55027.7409089812
